tahun,propinsi,nama_bandara,kota,tipe_penerbangan,pesawat_datang,pesawat_berangkat,penumpang_datang,penumpang_berangkat,penumpang_total,penumpang_transit,barang_total_kg,bagasi_total_kg
2023,KALIMANTAN TENGAH,BERINGIN / HAJI MUHAMMAD SIDIK,MUARA TEWEH,DOMESTIK,502.0,490.0,21114.0,20329.0,41443.0,7.0,1.0,219797.0
2024,KALIMANTAN TENGAH,BERINGIN / HAJI MUHAMMAD SIDIK,MUARA TEWEH,DOMESTIK,515.0,491.0,22542.0,20.0,42932.0,2.0,354.0,211164.0
2020,KALIMANTAN TENGAH,KUALA PEMBUANG,KOTA WARINGIN TIMUR,DOMESTIK,119.0,119.0,293.0,382.0,675.0,0.0,88.0,4837.0
2021,KALIMANTAN TENGAH,KUALA PEMBUANG,KOTA WARINGIN TIMUR,DOMESTIK,141.0,141.0,229.0,411.0,640.0,0.0,37.0,4423.0
2022,KALIMANTAN TENGAH,KUALA PEMBUANG,KOTA WARINGIN TIMUR,DOMESTIK,129.0,129.0,450.0,781.0,1231.0,0.0,2.0,8423.0
2023,KALIMANTAN TENGAH,KUALA PEMBUANG,KOTA WARINGIN TIMUR,DOMESTIK,161.0,159.0,1224.0,1493.0,2717.0,0.0,1.0,19405.0
2024,KALIMANTAN TENGAH,KUALA PEMBUANG,KOTA WARINGIN TIMUR,DOMESTIK,221.0,221.0,1396.0,1922.0,3318.0,0.0,0.0,13301.0
2020,KALIMANTAN TENGAH,KUALA KURUN,KUALA KURUN,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,KALIMANTAN TENGAH,KUALA KURUN,KUALA KURUN,DOMESTIK,50.0,50.0,44.0,117.0,161.0,0.0,0.0,762.0
2022,KALIMANTAN TENGAH,KUALA KURUN,KUALA KURUN,DOMESTIK,43.0,43.0,102.0,281.0,383.0,0.0,0.0,2144.0
2023,KALIMANTAN TENGAH,KUALA KURUN,KUALA KURUN,DOMESTIK,61.0,61.0,319.0,566.0,885.0,0.0,305.0,4.0
2024,KALIMANTAN TENGAH,KUALA KURUN,KUALA KURUN,DOMESTIK,85.0,85.0,448.0,746.0,1194.0,0.0,0.0,3847.0
2020,KALIMANTAN TENGAH,SANGGU,BUNTOK,DOMESTIK,34.0,34.0,17.0,70.0,87.0,0.0,0.0,343.0
2021,KALIMANTAN TENGAH,SANGGU,BUNTOK,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,KALIMANTAN TENGAH,SANGGU,BUNTOK,DOMESTIK,1.0,1.0,4.0,4.0,8.0,0.0,0.0,0.0
2023,KALIMANTAN TENGAH,SANGGU,BUNTOK,DOMESTIK,21.0,21.0,41.0,117.0,158.0,0.0,0.0,538.0
2024,KALIMANTAN TENGAH,SANGGU,BUNTOK,DOMESTIK,91.0,93.0,152.0,231.0,383.0,0.0,0.0,1318.0
2024,KALIMANTAN TENGAH,TUMBANG SAMBA,,DOMESTIK,42.0,42.0,108.0,188.0,296.0,0.0,0.0,893.0
2020,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,DOMESTIK,8716.0,8715.0,751663.0,716282.0,1467945.0,21921.0,22089325.0,5832343.0
2021,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,DOMESTIK,8057.0,8061.0,669092.0,615845.0,1284937.0,13666.0,26901033.0,6915778.0
2022,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,DOMESTIK,10629.0,10633.0,1185589.0,1146371.0,2331960.0,34629.0,27260844.0,16767300.0
2023,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,DOMESTIK,13214.0,13209.0,1426733.0,1367701.0,2794434.0,52988.0,26274628.0,20452114.0
2024,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,DOMESTIK,13216.0,13196.0,1542277.0,1531164.0,3073441.0,49004.0,32871395.0,22358337.0
2020,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,INTERNASIONAL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,INTERNASIONAL,13.0,13.0,2148.0,2508.0,4656.0,0.0,0.0,104367.0
2023,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,INTERNASIONAL,36.0,37.0,5684.0,5568.0,11252.0,408676.0,14688.0,227215.0
2024,KALIMANTAN SELATAN,SYAMSUDIN NOOR,BANJARMASIN,INTERNASIONAL,39.0,37.0,5849.0,5533.0,11382.0,0.0,0.0,247.0
2020,KALIMANTAN SELATAN,GUSTI SYAMSIR ALAM,KOTABARU,DOMESTIK,579.0,579.0,17466.0,17622.0,35088.0,3.0,46012.0,68481.0
2021,KALIMANTAN SELATAN,GUSTI SYAMSIR ALAM,KOTABARU,DOMESTIK,503.0,503.0,12161.0,13498.0,10832.0,25659.0,56446.0,96333.0
2022,KALIMANTAN SELATAN,GUSTI SYAMSIR ALAM,KOTABARU,DOMESTIK,679.0,679.0,20056.0,19097.0,39153.0,12767.0,91129.0,200.0
2023,KALIMANTAN SELATAN,GUSTI SYAMSIR ALAM,KOTABARU,DOMESTIK,751.0,744.0,18308.0,19584.0,37892.0,4111.0,86737.0,173452.0
2024,KALIMANTAN SELATAN,GUSTI SYAMSIR ALAM,KOTABARU,DOMESTIK,781.0,770.0,9283.0,10195.0,19478.0,0.0,75602.0,85208.0
2020,KALIMANTAN SELATAN,BERSUJUD BATU LICIN,TANAH BUMBU,DOMESTIK,709.0,699.0,14204.0,15086.0,29.0,0.0,0.0,39.0
2021,KALIMANTAN SELATAN,BERSUJUD BATU LICIN,TANAH BUMBU,DOMESTIK,888.0,884.0,19772.0,21724.0,41496.0,0.0,265.0,67801.0
2022,KALIMANTAN SELATAN,BERSUJUD BATU LICIN,TANAH BUMBU,DOMESTIK,962.0,958.0,25036.0,24863.0,49899.0,0.0,982.0,141339.0
2023,KALIMANTAN SELATAN,BERSUJUD BATU LICIN,TANAH BUMBU,DOMESTIK,766.0,762.0,24291.0,23329.0,47.0,0.0,1588.0,169584.0
2024,KALIMANTAN SELATAN,BERSUJUD BATU LICIN,TANAH BUMBU,DOMESTIK,362.0,362.0,18301.0,16.0,34391.0,9.0,3335.0,164236.0
2020,KALIMANTAN SELATAN,TJ. WARUKIN,,DOMESTIK,51.0,52.0,481.0,445.0,926.0,0.0,0.0,4.0
2021,KALIMANTAN SELATAN,TJ. WARUKIN,,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,KALIMANTAN SELATAN,TJ. WARUKIN,,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,KALIMANTAN SELATAN,TJ. WARUKIN,,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,KALIMANTAN SELATAN,TJ. WARUKIN,,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,DOMESTIK,16109.0,16116.0,1355286.0,974176.0,2329462.0,409547.0,43728910.0,11928957.0
2021,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,DOMESTIK,14.0,14308.0,1326118.0,945149.0,2271267.0,337723.0,47837180.0,14896663.0
2022,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,DOMESTIK,18669.0,18.0,1891410.0,1614742.0,3506152.0,267728.0,41882632.0,27484952.0
2023,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,DOMESTIK,23037.0,22847.0,2535366.0,2080646.0,4616012.0,408676.0,44999444.0,36634828.0
2024,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,DOMESTIK,24117.0,24148.0,2664209.0,2652158.0,5316367.0,348.0,53103547.0,39032953.0
2020,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,INTERNASIONAL,243.0,248.0,5012.0,4.0,9782.0,0.0,2135975.0,173511.0
2021,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,INTERNASIONAL,340.0,331.0,110.0,130.0,240.0,0.0,4359540.0,24272.0
2022,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,INTERNASIONAL,415.0,692.0,2688.0,2853.0,5541.0,18.0,5618259.0,127592.0
2023,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,INTERNASIONAL,712.0,921.0,36237.0,41399.0,77636.0,4.0,3985066.0,895083.0
2024,KALIMANTAN TIMUR,SEPINGGAN,BALIKPAPAN,INTERNASIONAL,773.0,849.0,45.0,46.0,92.0,0.0,2709216.0,1167805.0
2020,KALIMANTAN TIMUR,APT. PRANOTO,SAMARINDA,DOMESTIK,3326.0,3321.0,182902.0,179617.0,362519.0,0.0,362261.0,1355154.0
2021,KALIMANTAN TIMUR,APT. PRANOTO,SAMARINDA,DOMESTIK,2723.0,2722.0,246659.0,244078.0,490737.0,0.0,3084262.0,3203730.0
2022,KALIMANTAN TIMUR,APT. PRANOTO,SAMARINDA,DOMESTIK,3446.0,3446.0,357198.0,362411.0,719609.0,0.0,3361035.0,5589465.0
2023,KALIMANTAN TIMUR,APT. PRANOTO,SAMARINDA,DOMESTIK,3558.0,3546.0,380096.0,361169.0,741265.0,0.0,3557499.0,5594908.0
2024,KALIMANTAN TIMUR,APT. PRANOTO,SAMARINDA,DOMESTIK,4548.0,4555.0,418005.0,418584.0,836589.0,0.0,4214456.0,6301205.0
2020,KALIMANTAN TIMUR,KALIMARAU,TANJUNG REDEP,DOMESTIK,1609.0,1603.0,97008.0,101.0,198768.0,9.0,1093167.0,938694.0
2021,KALIMANTAN TIMUR,KALIMARAU,TANJUNG REDEP,DOMESTIK,1211.0,1214.0,108847.0,110319.0,219166.0,0.0,1263119.0,896.0
2022,KALIMANTAN TIMUR,KALIMARAU,TANJUNG REDEP,DOMESTIK,2256.0,2256.0,134405.0,135086.0,269491.0,7.0,1080245.0,1657856.0
2023,KALIMANTAN TIMUR,KALIMARAU,TANJUNG REDEP,DOMESTIK,3035.0,3034.0,166428.0,167026.0,333454.0,4.0,974224.0,2069284.0
2024,KALIMANTAN TIMUR,KALIMARAU,TANJUNG REDEP,DOMESTIK,2747.0,2735.0,203696.0,202181.0,405877.0,55.0,1427846.0,2703603.0
2020,KALIMANTAN TIMUR,DATAH DAWAI,DATAH DAWAI,DOMESTIK,280.0,280.0,1444.0,1143.0,2587.0,0.0,5614.0,32.0
2021,KALIMANTAN TIMUR,DATAH DAWAI,DATAH DAWAI,DOMESTIK,260.0,260.0,1669.0,1771.0,3.0,0.0,6014.0,41734.0
2022,KALIMANTAN TIMUR,DATAH DAWAI,DATAH DAWAI,DOMESTIK,209.0,209.0,1877.0,1775.0,3652.0,0.0,3799.0,41504.0
2023,KALIMANTAN TIMUR,DATAH DAWAI,DATAH DAWAI,DOMESTIK,162.0,162.0,1576.0,1511.0,3087.0,0.0,2667.0,29846.0
2024,KALIMANTAN TIMUR,DATAH DAWAI,DATAH DAWAI,DOMESTIK,314.0,314.0,2722.0,2546.0,5268.0,0.0,8196.0,38247.0
2020,KALIMANTAN TIMUR,MELAK,SENDAWAR,DOMESTIK,399.0,398.0,7.0,6729.0,13759.0,0.0,16.0,63747.0
2021,KALIMANTAN TIMUR,MELAK,SENDAWAR,DOMESTIK,172.0,174.0,1335.0,1.0,2905.0,0.0,3063.0,21607.0
2022,KALIMANTAN TIMUR,MELAK,SENDAWAR,DOMESTIK,173.0,174.0,1766.0,1.0,3706.0,20.0,3189.0,30.0
2023,KALIMANTAN TIMUR,MELAK,SENDAWAR,DOMESTIK,392.0,394.0,4461.0,4517.0,8978.0,0.0,155281.0,51938.0
2024,KALIMANTAN TIMUR,MELAK,SENDAWAR,DOMESTIK,633.0,632.0,11775.0,11311.0,23086.0,0.0,260683.0,121257.0
2020,KALIMANTAN TIMUR,KHUSUS TANJUNG BARA PT. KALTIM PRIMA COAL,KUTAI TIMUR,DOMESTIK,279.0,279.0,2408.0,2221.0,4629.0,0.0,5865.0,30342.0
2021,KALIMANTAN TIMUR,KHUSUS TANJUNG BARA PT. KALTIM PRIMA COAL,KUTAI TIMUR,DOMESTIK,238.0,238.0,720.0,829.0,1549.0,0.0,1041.0,16737.0
2022,KALIMANTAN TIMUR,KHUSUS TANJUNG BARA PT. KALTIM PRIMA COAL,KUTAI TIMUR,DOMESTIK,757.0,757.0,5445.0,5906.0,11351.0,0.0,5568.0,98887.0
2023,KALIMANTAN TIMUR,KHUSUS TANJUNG BARA PT. KALTIM PRIMA COAL,KUTAI TIMUR,DOMESTIK,896.0,895.0,9158.0,9527.0,18685.0,0.0,5.0,162004.0
2024,KALIMANTAN TIMUR,KHUSUS TANJUNG BARA PT. KALTIM PRIMA COAL,KUTAI TIMUR,DOMESTIK,834.0,841.0,9111.0,9853.0,18964.0,0.0,8741.0,161142.0
2020,KALIMANTAN TIMUR,MARATUA,BERAU,DOMESTIK,140.0,140.0,410.0,445.0,855.0,0.0,1705.0,9451.0
2021,KALIMANTAN TIMUR,MARATUA,BERAU,DOMESTIK,253.0,253.0,1283.0,1331.0,2614.0,6.0,261.0,20969.0
2022,KALIMANTAN TIMUR,MARATUA,BERAU,DOMESTIK,195.0,195.0,1527.0,1479.0,3006.0,2.0,111.0,22093.0
2023,KALIMANTAN TIMUR,MARATUA,BERAU,DOMESTIK,226.0,223.0,1926.0,2.0,4146.0,0.0,2.0,31644.0
2024,KALIMANTAN TIMUR,MARATUA,BERAU,DOMESTIK,323.0,324.0,2874.0,3103.0,5977.0,0.0,149.0,32306.0
2024,KALIMANTAN TIMUR,KHUSUS LNG BADAK,BONTANG,DOMESTIK,366.0,375.0,8253.0,9213.0,17466.0,0.0,7103.0,175.0
2024,KALIMANTAN TIMUR,MUARA WAHAU,,DOMESTIK,103.0,103.0,988.0,1118.0,2106.0,0.0,0.0,10155.0
2020,KALIMANTAN UTARA,JUWATA,TARAKAN,DOMESTIK,2.0,2516.0,201.0,198.0,400.0,893.0,6091508.0,1055389.0
2021,KALIMANTAN UTARA,JUWATA,TARAKAN,DOMESTIK,2152.0,2156.0,183517.0,181878.0,365395.0,0.0,9141927.0,1685580.0
2022,KALIMANTAN UTARA,JUWATA,TARAKAN,DOMESTIK,2652.0,2655.0,225165.0,224601.0,449766.0,0.0,9390782.0,3345884.0
2023,KALIMANTAN UTARA,JUWATA,TARAKAN,DOMESTIK,3501.0,3.0,252641.0,250495.0,503136.0,0.0,6672188.0,4070395.0
2024,KALIMANTAN UTARA,JUWATA,TARAKAN,DOMESTIK,5456.0,5459.0,324096.0,327457.0,651553.0,4.0,9858862.0,4882283.0
2020,KALIMANTAN UTARA,JUWATA,TARAKAN,INTERNASIONAL,34.0,34.0,1126.0,993.0,2119.0,34.0,0.0,17598.0
2021,KALIMANTAN UTARA,JUWATA,TARAKAN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,KALIMANTAN UTARA,JUWATA,TARAKAN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,KALIMANTAN UTARA,JUWATA,TARAKAN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,KALIMANTAN UTARA,JUWATA,TARAKAN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,KALIMANTAN UTARA,TANJUNG HARAPAN,TANJUNG SELOR,DOMESTIK,34.0,34.0,1126.0,993.0,2119.0,34.0,0.0,17598.0
2021,KALIMANTAN UTARA,TANJUNG HARAPAN,TANJUNG SELOR,DOMESTIK,574.0,574.0,3559.0,3591.0,7.0,3.0,13961.0,63.0
2022,KALIMANTAN UTARA,TANJUNG HARAPAN,TANJUNG SELOR,DOMESTIK,583.0,583.0,18095.0,18218.0,36313.0,0.0,9225.0,217925.0
2023,KALIMANTAN UTARA,TANJUNG HARAPAN,TANJUNG SELOR,DOMESTIK,405.0,453.0,10285.0,9543.0,19828.0,37.0,13.0,117.0
2024,KALIMANTAN UTARA,TANJUNG HARAPAN,TANJUNG SELOR,DOMESTIK,354.0,362.0,4376.0,3888.0,8264.0,0.0,29494.0,66518.0
2020,KALIMANTAN UTARA,NUNUKAN,NUNUKAN,DOMESTIK,631.0,631.0,5.0,5847.0,11767.0,0.0,78143.0,116706.0
2021,KALIMANTAN UTARA,NUNUKAN,NUNUKAN,DOMESTIK,814.0,816.0,3687.0,3667.0,7354.0,0.0,36966.0,131.0
2022,KALIMANTAN UTARA,NUNUKAN,NUNUKAN,DOMESTIK,513.0,513.0,2729.0,3.0,6139.0,0.0,44087.0,89149.0
2023,KALIMANTAN UTARA,NUNUKAN,NUNUKAN,DOMESTIK,715.0,712.0,4473.0,4697.0,9.0,13.0,17538.0,85983.0
2024,KALIMANTAN UTARA,NUNUKAN,NUNUKAN,DOMESTIK,614.0,611.0,3778.0,4754.0,8532.0,0.0,32026.0,84049.0
2020,KALIMANTAN UTARA,LONG APUNG,LONG APUNG,DOMESTIK,523.0,523.0,4037.0,4253.0,8.0,0.0,44649.0,101945.0
2021,KALIMANTAN UTARA,LONG APUNG,LONG APUNG,DOMESTIK,571.0,571.0,4129.0,4327.0,8456.0,0.0,71869.0,118509.0
2022,KALIMANTAN UTARA,LONG APUNG,LONG APUNG,DOMESTIK,541.0,541.0,4452.0,4.0,9042.0,0.0,66.0,116819.0
2023,KALIMANTAN UTARA,LONG APUNG,LONG APUNG,DOMESTIK,850.0,850.0,5408.0,5.0,10888.0,10.0,175279.0,100793.0
2024,KALIMANTAN UTARA,LONG APUNG,LONG APUNG,DOMESTIK,1182.0,1179.0,6595.0,6788.0,13383.0,2.0,476612.0,152309.0
2020,KALIMANTAN UTARA,YUVAI SEMARING,LONGBAWAN,DOMESTIK,2.0,2.0,5631.0,6019.0,11.0,0.0,2863720.0,254298.0
2021,KALIMANTAN UTARA,YUVAI SEMARING,LONGBAWAN,DOMESTIK,3408.0,3408.0,5669.0,6.0,12189.0,0.0,4167766.0,172548.0
2022,KALIMANTAN UTARA,YUVAI SEMARING,LONGBAWAN,DOMESTIK,2696.0,2696.0,7096.0,8114.0,15.0,0.0,3360042.0,178.0
2023,KALIMANTAN UTARA,YUVAI SEMARING,LONGBAWAN,DOMESTIK,1066.0,1494.0,2717.0,8211.0,10928.0,0.0,1546908.0,121989.0
2024,KALIMANTAN UTARA,YUVAI SEMARING,LONGBAWAN,DOMESTIK,3946.0,3948.0,17171.0,16412.0,33583.0,0.0,1639459.0,403257.0
2020,KALIMANTAN UTARA,SELUWING,MALINAU,DOMESTIK,1132.0,1349.0,11016.0,17131.0,28147.0,0.0,62035.0,161905.0
2021,KALIMANTAN UTARA,SELUWING,MALINAU,DOMESTIK,990.0,1941.0,6325.0,8634.0,14959.0,0.0,616452.0,201944.0
2022,KALIMANTAN UTARA,SELUWING,MALINAU,DOMESTIK,1384.0,1818.0,15109.0,18659.0,33768.0,0.0,129793.0,216157.0
2023,KALIMANTAN UTARA,SELUWING,MALINAU,DOMESTIK,2068.0,2331.0,19137.0,20851.0,39988.0,4.0,93021.0,260.0
2024,KALIMANTAN UTARA,SELUWING,MALINAU,DOMESTIK,2068.0,2331.0,19137.0,20851.0,39988.0,4.0,93021.0,260.0
2024,KALIMANTAN UTARA,BINUANG,,DOMESTIK,270.0,257.0,1112.0,1057.0,2169.0,0.0,31.0,32081.0
2024,KALIMANTAN UTARA,DATA DIAN,,DOMESTIK,178.0,176.0,818.0,854.0,1672.0,0.0,10647.0,21467.0
2024,KALIMANTAN UTARA,ROBERT ATTY BESSING,,DOMESTIK,2553.0,2589.0,20864.0,21072.0,41936.0,0.0,245626.0,399509.0
2020,NUSA TENGGARA BARAT,BIL,PRAYA,DOMESTIK,7563.0,7.0,621098.0,570131.0,1191229.0,42947.0,3929077.0,5841115.0
2021,NUSA TENGGARA BARAT,BIL,PRAYA,DOMESTIK,6278.0,6.0,537308.0,480669.0,1017977.0,52209.0,8026814.0,4944665.0
2022,NUSA TENGGARA BARAT,BIL,PRAYA,DOMESTIK,10065.0,10006.0,931773.0,870754.0,1802527.0,105903.0,9299079.0,12683909.0
2023,NUSA TENGGARA BARAT,BIL,PRAYA,DOMESTIK,10851.0,10864.0,1051677.0,982021.0,2033698.0,100.0,12754910.0,14670721.0
2024,NUSA TENGGARA BARAT,BIL,PRAYA,DOMESTIK,11.0,11466.0,1010295.0,1047279.0,2057574.0,43022.0,12003443.0,15008163.0
2020,NUSA TENGGARA BARAT,BIL,PRAYA,INTERNASIONAL,226.0,227.0,28526.0,23906.0,52432.0,0.0,3886.0,485333.0
2021,NUSA TENGGARA BARAT,BIL,PRAYA,INTERNASIONAL,43.0,45.0,6458.0,360.0,6818.0,0.0,197441.0,99315.0
2022,NUSA TENGGARA BARAT,BIL,PRAYA,INTERNASIONAL,274.0,309.0,32493.0,38846.0,71339.0,0.0,1455261.0,782047.0
2023,NUSA TENGGARA BARAT,BIL,PRAYA,INTERNASIONAL,739.0,764.0,93.0,106946.0,200496.0,,1051202.0,2068070.0
2024,NUSA TENGGARA BARAT,BIL,PRAYA,INTERNASIONAL,1017.0,1035.0,142192.0,136983.0,279175.0,0.0,820113.0,3033292.0
2020,NUSA TENGGARA BARAT,SULTAN MUH. KAHARUDDIN,SUMBAWA BESAR,DOMESTIK,475.0,475.0,24694.0,26469.0,51163.0,0.0,37032.0,102051.0
2021,NUSA TENGGARA BARAT,SULTAN MUH. KAHARUDDIN,SUMBAWA BESAR,DOMESTIK,336.0,336.0,15206.0,18962.0,34168.0,0.0,27.0,109558.0
2022,NUSA TENGGARA BARAT,SULTAN MUH. KAHARUDDIN,SUMBAWA BESAR,DOMESTIK,1168.0,1167.0,28823.0,31666.0,60489.0,0.0,42142.0,305602.0
2023,NUSA TENGGARA BARAT,SULTAN MUH. KAHARUDDIN,SUMBAWA BESAR,DOMESTIK,578.0,573.0,29359.0,30.0,59679.0,2.0,48592.0,359345.0
2024,NUSA TENGGARA BARAT,SULTAN MUH. KAHARUDDIN,SUMBAWA BESAR,DOMESTIK,619.0,617.0,30276.0,31.0,61986.0,0.0,59597.0,354186.0
2020,NUSA TENGGARA BARAT,SULTAN M. SALAHUDDIN,BIMA,DOMESTIK,1607.0,1607.0,88.0,83698.0,171908.0,0.0,75429.0,403564.0
2021,NUSA TENGGARA BARAT,SULTAN M. SALAHUDDIN,BIMA,DOMESTIK,1228.0,1228.0,63451.0,65938.0,129389.0,0.0,73958.0,443249.0
2022,NUSA TENGGARA BARAT,SULTAN M. SALAHUDDIN,BIMA,DOMESTIK,1.0,1222.0,69182.0,74797.0,143979.0,0.0,79372.0,654158.0
2023,NUSA TENGGARA BARAT,SULTAN M. SALAHUDDIN,BIMA,DOMESTIK,1288.0,1291.0,70283.0,71765.0,142048.0,0.0,96236.0,873707.0
2024,NUSA TENGGARA BARAT,SULTAN M. SALAHUDDIN,BIMA,DOMESTIK,1214.0,1212.0,61258.0,61768.0,123026.0,2.0,91621.0,731878.0
2020,NUSA TENGGARA TIMUR,ELTARI,KUPANG,DOMESTIK,8266.0,8257.0,521984.0,450529.0,972513.0,56015.0,9319016.0,4186439.0
2021,NUSA TENGGARA TIMUR,ELTARI,KUPANG,DOMESTIK,7753.0,7768.0,512592.0,447888.0,960.0,59527.0,12071567.0,4945495.0
2022,NUSA TENGGARA TIMUR,ELTARI,KUPANG,DOMESTIK,7808.0,7807.0,623769.0,553405.0,1177174.0,70797.0,13029856.0,8554524.0
2023,NUSA TENGGARA TIMUR,ELTARI,KUPANG,DOMESTIK,8001.0,7999.0,645987.0,636475.0,1282462.0,15259.0,11355093.0,9073045.0
2024,NUSA TENGGARA TIMUR,ELTARI,KUPANG,DOMESTIK,6837.0,6833.0,590444.0,594.0,1185154.0,38622.0,12099055.0,8547089.0
2020,NUSA TENGGARA TIMUR,ELTARI,KUPANG,INTERNASIONAL,52.0,55.0,1858.0,1899.0,3757.0,1.0,1.0,24567.0
2021,NUSA TENGGARA TIMUR,ELTARI,KUPANG,INTERNASIONAL,13.0,12.0,231.0,47.0,278.0,0.0,280.0,2852.0
2022,NUSA TENGGARA TIMUR,ELTARI,KUPANG,INTERNASIONAL,11.0,16.0,8.0,48.0,56.0,0.0,0.0,0.0
2023,NUSA TENGGARA TIMUR,ELTARI,KUPANG,INTERNASIONAL,21.0,24.0,103.0,26.0,129.0,0.0,0.0,0.0
2024,NUSA TENGGARA TIMUR,ELTARI,KUPANG,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,NUSA TENGGARA TIMUR,UMBU MEHANG KUNDA,WAINGAPU,DOMESTIK,1191.0,1.0,48.0,47513.0,95573.0,650.0,339979.0,427012.0
2021,NUSA TENGGARA TIMUR,UMBU MEHANG KUNDA,WAINGAPU,DOMESTIK,1369.0,1371.0,52634.0,55174.0,107808.0,59.0,374197.0,421058.0
2022,NUSA TENGGARA TIMUR,UMBU MEHANG KUNDA,WAINGAPU,DOMESTIK,1088.0,1087.0,45991.0,50796.0,96787.0,0.0,375721.0,522733.0
2023,NUSA TENGGARA TIMUR,UMBU MEHANG KUNDA,WAINGAPU,DOMESTIK,945.0,944.0,40321.0,42836.0,83157.0,0.0,425072.0,469921.0
2024,NUSA TENGGARA TIMUR,UMBU MEHANG KUNDA,WAINGAPU,DOMESTIK,635.0,636.0,28566.0,30253.0,58819.0,0.0,351.0,335839.0
2020,NUSA TENGGARA TIMUR,FRANS SEDA,MAUMERE,DOMESTIK,1259.0,1259.0,59208.0,54687.0,113895.0,6351.0,316.0,479772.0
2021,NUSA TENGGARA TIMUR,FRANS SEDA,MAUMERE,DOMESTIK,1207.0,1207.0,48943.0,49907.0,98.0,4781.0,681.0,378261.0
2022,NUSA TENGGARA TIMUR,FRANS SEDA,MAUMERE,DOMESTIK,1066.0,1068.0,57798.0,60096.0,117894.0,641.0,595399.0,685688.0
2023,NUSA TENGGARA TIMUR,FRANS SEDA,MAUMERE,DOMESTIK,1074.0,1074.0,58946.0,58886.0,117832.0,121.0,419947.0,772423.0
2024,NUSA TENGGARA TIMUR,FRANS SEDA,MAUMERE,DOMESTIK,371.0,371.0,23284.0,23325.0,46609.0,47.0,269084.0,311072.0
2020,NUSA TENGGARA TIMUR,KOMODO,LABUAN BAJO,DOMESTIK,2888.0,2887.0,167745.0,163422.0,331167.0,108.0,258905.0,1800151.0
2021,NUSA TENGGARA TIMUR,KOMODO,LABUAN BAJO,DOMESTIK,2845.0,2847.0,178891.0,184974.0,363865.0,0.0,1981608.0,0.0
2022,NUSA TENGGARA TIMUR,KOMODO,LABUAN BAJO,DOMESTIK,3607.0,3606.0,302879.0,294024.0,596903.0,0.0,359809.0,2215772.0
2023,NUSA TENGGARA TIMUR,KOMODO,LABUAN BAJO,DOMESTIK,4521.0,4541.0,444733.0,465941.0,910674.0,31.0,1744097.0,7973889.0
2024,NUSA TENGGARA TIMUR,KOMODO,LABUAN BAJO,DOMESTIK,4161.0,4163.0,474928.0,495544.0,970472.0,34231.0,2136627.0,8731384.0
2024,NUSA TENGGARA TIMUR,KOMODO,LABUAN BAJO,INTERNASIONAL,77.0,76.0,6948.0,6316.0,13264.0,0.0,15.0,97.0
2020,NUSA TENGGARA TIMUR,MALI,ALOR,DOMESTIK,546.0,546.0,25.0,28368.0,53988.0,0.0,137155.0,145029.0
2021,NUSA TENGGARA TIMUR,MALI,ALOR,DOMESTIK,421.0,421.0,22074.0,22098.0,44172.0,0.0,204944.0,90846.0
